user_id,book_id,rating
1694,92,4.0
1556,81,3.0
793,4276,4.0
319,1608,5.0
1587,463,5.0
371,4251,4.0
1383,4819,2.0
1530,4886,4.0
746,6020,3.0
1480,3565,4.0
1047,4227,3.0
159,531,5.0
1770,188,2.0
644,2122,3.0
542,2432,4.0
821,84,5.0
1707,6228,5.0
1587,1934,4.0
654,1199,2.0
547,1465,4.0
1106,5859,3.0
630,805,4.0
140,7043,4.0
639,584,2.0
1198,4316,3.0
1840,9610,3.0
1690,8677,3.0
651,701,1.0
451,52,5.0
1638,98,5.0
1628,1729,3.0
1422,2718,5.0
909,353,4.0
378,7043,3.0
927,7830,4.0
1166,245,5.0
1464,1652,4.0
1338,198,5.0
1326,4529,4.0
1193,6135,4.0
1680,5989,5.0
1057,83,5.0
1649,270,3.0
1218,8229,4.0
251,44,5.0
1077,803,3.0
587,979,4.0
1852,216,5.0
1883,6537,3.0
1254,5398,5.0
360,3163,4.0
1151,1652,3.0
1201,7571,3.0
640,198,3.0
1709,296,4.0
1883,198,3.0
957,751,4.0
1825,4599,4.0
1994,592,3.0
882,682,4.0
1404,1554,4.0
557,1613,5.0
1167,3958,4.0
1015,406,5.0
1354,57,3.0
1260,1674,5.0
1938,5405,4.0
1309,642,4.0
873,0,1.0
1259,9760,4.0
1996,6261,4.0
468,3,5.0
233,669,4.0
832,3936,3.0
1923,4773,2.0
1172,3395,4.0
1754,9341,3.0
1606,9629,1.0
217,628,3.0
533,68,4.0
1051,7691,5.0
1582,8,4.0
16,3033,4.0
408,5171,4.0
16,1424,3.0
1246,6020,4.0
1682,1634,5.0
52,50,5.0
1932,1424,2.0
1882,9661,3.0
717,4121,3.0
772,654,5.0
1668,8398,5.0
1521,162,4.0
328,70,4.0
620,3396,4.0
824,1389,4.0
98,920,5.0
1018,3056,4.0
193,1528,1.0
1858,7055,3.0
132,468,4.0
264,101,3.0
1942,5664,5.0
655,2756,3.0
1729,3794,5.0
605,2653,5.0
1564,784,5.0
1118,299,4.0
384,6424,5.0
184,4467,5.0
976,8348,4.0
229,602,3.0
1421,1425,5.0
217,81,5.0
1069,66,4.0
1453,1200,5.0
526,2038,4.0
1004,3838,4.0
1083,2473,3.0
143,4425,4.0
1737,615,3.0
696,2782,3.0
429,1094,4.0
1453,3063,3.0
383,578,3.0
187,80,5.0
1212,9852,4.0
1062,4064,4.0
1767,4822,5.0
1847,2600,5.0
619,232,5.0
1346,363,2.0
1502,8581,1.0
331,5067,5.0
159,3069,5.0
75,965,4.0
1070,81,1.0
622,1788,5.0
944,6135,4.0
1986,109,3.0
114,9265,4.0
1129,719,4.0
1211,4630,5.0
572,5749,5.0
1246,6395,4.0
132,38,4.0
1908,1328,5.0
1544,6733,3.0
1486,2461,5.0
795,335,5.0
273,189,5.0
696,920,3.0
1812,6459,3.0
667,2182,4.0
163,3,3.0
312,9662,3.0
732,3224,5.0
1479,7043,4.0
310,1290,2.0
1422,3446,5.0
105,374,5.0
698,1425,5.0
945,7894,4.0
533,60,5.0
968,6302,5.0
244,236,4.0
1232,333,5.0
218,144,5.0
1699,266,4.0
1892,71,5.0
1542,7323,4.0
1263,3547,5.0
1075,2323,4.0
1634,457,4.0
1175,3,5.0
1334,3655,5.0
548,46,3.0
570,660,3.0
1153,4078,5.0
1429,2,4.0
1006,2690,5.0
1201,2380,4.0
515,9587,3.0
680,239,3.0
955,6295,4.0
1466,8275,5.0
538,363,4.0
253,6907,4.0
522,682,5.0
896,208,5.0
960,6520,3.0
60,1679,5.0
1876,9120,3.0
428,602,3.0
484,5578,5.0
1907,4043,5.0
982,1195,4.0
1451,6515,5.0
769,299,5.0
1330,383,5.0
1296,7303,4.0
1276,7741,4.0
631,5736,3.0
1261,9099,5.0
1705,1905,4.0
1724,9089,3.0
560,4819,4.0
1637,5831,5.0
1601,2201,3.0
1931,3166,3.0
1318,8029,5.0
603,335,5.0
1194,335,4.0
293,8,4.0
237,2165,3.0
597,4284,5.0
1823,36,4.0
1120,148,2.0
130,654,4.0
1375,9141,4.0
466,60,4.0
6,142,2.0
1897,8720,4.0
658,391,4.0
381,2357,4.0
680,255,4.0
1353,229,3.0
140,3162,3.0
1590,8999,5.0
66,7185,4.0
834,4630,4.0
1104,674,4.0
689,5830,4.0
1711,865,4.0
76,706,4.0
949,5215,5.0
734,1753,5.0
822,524,2.0
1039,113,4.0
590,349,2.0
527,1666,3.0
1892,4000,5.0
346,3277,4.0
64,2095,4.0
929,5188,2.0
1876,696,5.0
635,1820,4.0
708,2848,3.0
85,911,3.0
1677,580,5.0
1500,4398,3.0
880,3217,1.0
1234,8458,5.0
1729,147,5.0
201,556,2.0
1077,7289,3.0
1881,3724,3.0
614,4187,5.0
1399,430,5.0
1652,603,4.0
1523,311,3.0
1924,9335,5.0
1818,3135,4.0
353,3418,3.0
140,1424,5.0
260,1195,5.0
1085,7017,4.0
501,6166,5.0
1659,5336,5.0
1545,694,2.0
741,4875,3.0
998,298,5.0
1501,6146,1.0
843,514,4.0
1697,4043,4.0
143,2425,3.0
1977,968,3.0
1370,940,3.0
869,9559,4.0
1517,78,5.0
92,189,5.0
1325,533,4.0
410,2247,3.0
927,654,5.0
1570,4034,3.0
310,468,2.0
747,8781,4.0
276,3965,5.0
562,4645,2.0
655,5099,4.0
184,6105,5.0
1115,6800,5.0
675,1657,5.0
1035,6423,3.0
893,520,5.0
1935,338,4.0
35,5060,4.0
1154,2837,5.0
296,1360,4.0
566,6602,5.0
310,719,4.0
456,209,3.0
1051,2493,5.0
1760,5155,3.0
690,902,4.0
1250,42,4.0
120,1998,5.0
443,3535,4.0
1477,5190,5.0
246,1245,4.0
1345,930,3.0
1650,5336,5.0
1370,1265,5.0
167,1617,4.0
1244,1194,4.0
1567,292,4.0
1973,522,5.0
1708,3043,4.0
1682,4467,5.0
1895,232,5.0
1839,755,5.0
1284,8610,2.0
914,10,4.0
420,6670,3.0
1531,3958,4.0
1014,10,5.0
1083,64,5.0
368,3824,4.0
76,1437,3.0
1000,4364,4.0
1953,71,3.0
54,374,5.0
328,4828,4.0
650,292,4.0
529,451,4.0
260,7110,5.0
996,4118,5.0
890,1345,4.0
680,243,4.0
629,983,5.0
1665,6622,2.0
507,695,5.0
1081,321,5.0
212,1381,2.0
444,4934,2.0
1413,1404,2.0
1142,1631,3.0
1373,3975,3.0
1994,336,2.0
1989,9242,3.0
130,4559,1.0
1851,8237,4.0
983,26,5.0
635,9435,5.0
1831,445,4.0
1865,78,3.0
556,6115,5.0
500,7220,4.0
205,336,4.0
1538,584,3.0
1604,1324,4.0
1712,266,5.0
1585,1669,5.0
1088,325,4.0
667,1555,5.0
684,5831,3.0
264,3058,3.0
1604,6060,3.0
765,468,4.0
1497,70,4.0
532,527,5.0
1124,832,4.0
54,22,5.0
1626,5597,4.0
1280,4579,4.0
872,7153,3.0
1246,5887,5.0
1018,1389,4.0
1654,8129,3.0
917,684,4.0
811,7163,4.0
129,8738,4.0
66,312,3.0
1603,9378,3.0
1399,5451,5.0
298,4514,5.0
1751,623,5.0
1823,4670,4.0
880,9645,3.0
1115,1469,3.0
1233,257,4.0
1388,5918,5.0
1950,7855,2.0
873,5952,5.0
618,3383,4.0
464,793,4.0
1432,137,3.0
258,4082,5.0
956,6033,4.0
239,1652,4.0
94,1869,3.0
1474,594,5.0
1595,5088,4.0
963,348,3.0
668,9060,5.0
1586,16,3.0
1298,7335,5.0
255,3856,3.0
225,61,4.0
1144,3036,4.0
1853,1328,4.0
1630,4492,5.0
382,7683,5.0
252,277,4.0
903,7550,2.0
945,504,3.0
96,8275,4.0
436,48,2.0
1598,708,3.0
755,839,4.0
611,300,4.0
148,335,5.0
1258,1645,5.0
1324,280,4.0
869,4010,4.0
416,5205,3.0
1745,77,1.0
905,3021,5.0
397,3630,5.0
1827,152,3.0
609,719,4.0
82,624,4.0
1505,784,5.0
273,7315,3.0
1843,5574,4.0
1356,3685,4.0
1431,1321,4.0
1577,3513,4.0
1612,202,4.0
247,5064,3.0
1416,7754,4.0
1644,9039,4.0
1177,2356,4.0
1267,7034,5.0
1176,8691,3.0
312,1186,5.0
190,352,2.0
296,1323,5.0
1456,9811,4.0
799,5825,5.0
1956,5336,3.0
131,1602,4.0
242,6948,5.0
103,29,4.0
638,706,4.0
876,4305,3.0
392,46,1.0
288,2287,5.0
1549,1670,3.0
509,3369,5.0
1849,6262,5.0
904,4964,3.0
1822,2496,3.0
185,3107,2.0
754,293,3.0
902,162,3.0
1721,2057,4.0
1219,4738,3.0
1054,343,3.0
1949,7192,3.0
1787,9453,5.0
1232,4756,5.0
104,2958,3.0
1502,3356,1.0
1087,7942,4.0
1579,17,4.0
694,1471,5.0
1792,9100,5.0
300,7812,3.0
81,258,4.0
1455,64,4.0
39,786,5.0
1401,270,5.0
294,3043,5.0
896,2755,2.0
773,8182,5.0
1734,3855,3.0
1936,1763,5.0
177,196,3.0
847,7206,3.0
1942,336,5.0
1801,71,3.0
158,3780,4.0
97,849,3.0
854,7953,3.0
230,3623,4.0
1621,6001,4.0
102,72,3.0
664,603,4.0
683,6166,4.0
1143,8616,5.0
1699,488,4.0
882,105,4.0
1236,551,4.0
188,8482,3.0
1801,110,4.0
717,2330,3.0
989,3033,4.0
1180,2439,4.0
706,2283,4.0
1280,3068,3.0
1206,2793,4.0
1054,3260,4.0
163,4139,3.0
727,79,4.0
1000,1425,2.0
1092,7505,4.0
1733,4378,3.0
1565,8503,4.0
1546,6979,3.0
1843,606,5.0
489,3334,4.0
866,2329,1.0
1085,5358,4.0
464,236,4.0
490,337,5.0
1159,78,5.0
255,8870,4.0
1490,1109,3.0
1024,8957,5.0
1019,5350,4.0
1676,374,5.0
579,3036,3.0
487,79,4.0
1841,3513,3.0
474,7416,4.0
669,5299,5.0
1408,208,1.0
538,1940,5.0
1877,603,5.0
828,600,2.0
1994,1924,5.0
438,8111,3.0
1063,594,5.0
674,164,4.0
230,3647,3.0
1318,7271,4.0
1355,7858,4.0
981,1857,4.0
692,2196,3.0
882,19,4.0
105,70,4.0
651,2148,4.0
210,952,5.0
1645,4943,3.0
1405,431,4.0
1050,765,4.0
1004,3169,4.0
1888,1335,5.0
1456,5370,4.0
1404,533,5.0
1486,5540,4.0
1982,3854,4.0
396,8482,5.0
1201,603,3.0
2,380,4.0
1514,299,5.0
1692,1121,5.0
1883,386,3.0
1929,213,5.0
363,1670,4.0
275,1502,3.0
1742,1732,3.0
248,323,4.0
1006,2537,4.0
1819,3665,3.0
1538,3365,3.0
1947,7090,3.0
856,3955,5.0
665,7840,4.0
1456,7257,5.0
580,3824,5.0
815,5944,4.0
1904,3423,5.0
797,524,5.0
1994,6213,1.0
1345,8442,3.0
1751,7088,3.0
1849,9794,5.0
1299,3312,3.0
561,8046,4.0
53,9247,3.0
593,1404,5.0
745,464,4.0
269,3418,5.0
965,541,3.0
166,534,3.0
58,765,5.0
998,1021,5.0
1238,333,3.0
1657,8131,5.0
188,468,5.0
11,6295,4.0
1618,9822,4.0
566,1600,4.0
621,1189,3.0
35,97,4.0
779,3051,5.0
1293,469,3.0
53,654,4.0
1152,8439,4.0
967,3685,5.0
695,363,3.0
1283,2261,4.0
750,1695,4.0
1198,1605,5.0
434,77,5.0
1367,4123,4.0
1252,4248,3.0
1953,8935,3.0
1679,4147,5.0
1343,3585,3.0
402,591,4.0
1462,8963,3.0
1466,4813,3.0
1524,1322,5.0
495,2233,5.0
1812,593,2.0
38,3043,3.0
300,5713,3.0
120,4723,3.0
861,499,3.0
1411,7002,4.0
610,4648,3.0
658,3805,3.0
225,5798,4.0
1275,9582,5.0
629,1329,4.0
951,18,2.0
615,4391,5.0
1290,8046,4.0
103,3751,2.0
724,214,5.0
1426,5049,4.0
1068,45,3.0
1752,5823,4.0
1218,1475,4.0
880,2181,4.0
471,342,4.0
1797,1311,3.0
382,3905,5.0
1141,7054,2.0
1145,668,5.0
122,503,5.0
1861,9013,4.0
980,7065,5.0
32,1657,3.0
1405,1151,4.0
923,4458,3.0
1930,37,3.0
16,3407,2.0
596,584,4.0
1262,68,5.0
631,2836,3.0
1003,2644,3.0
546,81,3.0
1698,118,4.0
1692,4513,5.0
1031,7746,4.0
1081,765,5.0
347,121,2.0
1696,770,4.0
749,9336,3.0
291,2958,2.0
1004,2955,5.0
935,1,4.0
1037,2480,4.0
1219,7133,5.0
1140,1959,5.0
1749,61,4.0
1120,4658,3.0
1446,9765,3.0
700,3323,4.0
199,1448,4.0
696,35,2.0
792,2297,3.0
134,2313,5.0
454,3337,4.0
1360,4737,3.0
1051,3326,2.0
1649,335,5.0
1427,8679,3.0
1985,4711,3.0
562,5930,5.0
1077,685,3.0
578,335,3.0
55,1250,4.0
1901,1368,4.0
533,389,5.0
448,5357,2.0
1632,8367,3.0
1650,5903,5.0
39,3191,4.0
1027,266,3.0
847,5336,5.0
282,71,5.0
1326,871,2.0
439,4685,4.0
54,36,3.0
1347,8482,4.0
491,107,5.0
987,9523,4.0
1758,1999,4.0
671,7505,3.0
1808,3225,5.0
125,299,3.0
1423,335,3.0
606,4487,4.0
1530,9806,5.0
35,1320,3.0
13,1512,1.0
1285,8294,5.0
326,629,4.0
862,6682,5.0
1441,9552,3.0
961,413,4.0
1744,1244,3.0
1456,1174,5.0
1046,3958,3.0
657,4873,5.0
1450,4819,5.0
1124,673,4.0
1096,2,3.0
1995,2880,5.0
139,1947,4.0
1514,3725,2.0
1695,96,5.0
1174,3127,4.0
1564,403,4.0
443,3965,3.0
298,4633,1.0
656,339,4.0
1705,4850,5.0
176,4116,4.0
1422,1942,5.0
354,1728,4.0
1236,3918,4.0
723,535,5.0
426,209,5.0
1160,3386,3.0
1136,783,4.0
309,323,3.0
194,368,3.0
44,98,2.0
1172,1788,4.0
1973,8952,5.0
146,5164,5.0
691,600,5.0
93,3058,5.0
1056,2068,4.0
160,2780,4.0
670,7550,3.0
314,3164,5.0
1669,5675,4.0
583,4677,5.0
1336,2795,3.0
1692,1937,5.0
1356,426,4.0
535,1264,4.0
706,416,4.0
307,3309,3.0
1580,383,5.0
1472,7942,5.0
1591,1115,4.0
358,0,3.0
1614,5990,5.0
945,984,4.0
1947,8332,4.0
1688,48,5.0
666,213,5.0
1424,357,5.0
874,3844,4.0
1154,3555,4.0
1768,266,3.0
1442,5226,5.0
856,904,3.0
1568,1041,5.0
336,352,5.0
1898,2021,2.0
699,257,4.0
646,587,5.0
1547,3284,5.0
53,200,3.0
1392,374,4.0
222,9645,5.0
1052,2011,5.0
1696,1876,3.0
194,1343,4.0
1571,1859,3.0
228,65,4.0
1153,1376,5.0
1617,2263,4.0
83,3385,5.0
1958,9946,5.0
537,1783,5.0
674,1093,5.0
1070,7274,5.0
306,1335,4.0
1543,3609,5.0
579,3385,3.0
1122,472,3.0
293,1417,5.0
589,6266,3.0
1206,701,2.0
1360,584,5.0
1468,9433,5.0
812,1842,3.0
1819,9328,5.0
899,5891,4.0
1138,237,2.0
1920,8712,3.0
1451,732,3.0
275,9336,3.0
1171,1729,3.0
1851,4870,5.0
1442,6872,5.0
375,206,5.0
431,2801,5.0
853,4765,5.0
242,6165,4.0
972,6764,5.0
277,1653,4.0
1644,9620,4.0
1485,6549,4.0
1183,8133,5.0
1314,1614,4.0
708,5586,4.0
984,72,3.0
299,2952,5.0
1725,9015,5.0
1474,3434,5.0
1797,411,3.0
756,3033,5.0
878,1144,5.0
644,5296,3.0
1171,1508,4.0
63,3043,4.0
254,4934,3.0
1737,9353,4.0
832,5544,3.0
43,3033,4.0
1350,1413,3.0
1268,3171,5.0
1957,6987,5.0
228,306,3.0
688,4513,3.0
1634,3389,4.0
1604,335,4.0
208,6318,4.0
796,5590,3.0
440,3329,5.0
1912,304,3.0
744,3,1.0
1418,8624,3.0
1166,730,5.0
154,1021,4.0
1430,533,3.0
770,298,4.0
1379,2953,3.0
617,610,1.0
1719,1844,4.0
1741,258,5.0
1015,2984,4.0
1045,422,3.0
78,4147,4.0
741,8240,5.0
1850,318,3.0
1641,1,3.0
1380,769,5.0
1961,7727,5.0
1994,2250,4.0
484,1691,4.0
277,4034,4.0
1626,1063,5.0
984,1056,2.0
718,1695,3.0
156,2588,4.0
541,5956,4.0
1704,3651,5.0
1418,3513,4.0
1041,7727,5.0
540,980,5.0
1040,5172,5.0
102,2719,3.0
1581,5504,4.0
1436,9303,5.0
1306,8765,5.0
1664,2582,4.0
1277,2312,3.0
1371,40,5.0
962,2908,4.0
597,9403,3.0
60,266,5.0
282,9181,4.0
1361,2431,4.0
816,251,4.0
1290,4861,3.0
1545,730,5.0
806,2784,4.0
146,222,4.0
430,259,5.0
469,6816,5.0
4,67,3.0
765,4521,5.0
1766,2395,4.0
857,389,4.0
600,1,3.0
512,1195,4.0
82,6008,3.0
1845,7607,5.0
1122,1672,1.0
1705,1051,5.0
536,2143,4.0
618,9010,4.0
394,1195,3.0
399,5511,5.0
1191,1865,2.0
1688,251,2.0
909,5499,4.0
255,464,4.0
1420,1242,4.0
262,9456,3.0
1613,2,4.0
436,1669,4.0
860,3369,5.0
1223,4197,4.0
445,255,4.0
833,6917,4.0
1256,3535,4.0
661,6663,2.0
485,548,5.0
690,2643,2.0
368,4892,2.0
1838,3774,5.0
823,2,3.0
1313,17,3.0
1385,6983,5.0
562,607,4.0
224,731,5.0
1318,8245,4.0
1293,3043,5.0
1586,8982,4.0
700,6277,4.0
1769,1084,4.0
1408,7357,4.0
1809,96,4.0
1903,126,4.0
1430,1240,4.0
571,1142,5.0
1295,5757,5.0
1472,8708,5.0
1922,9438,4.0
1781,981,3.0
1044,352,5.0
1895,78,4.0
1824,4822,5.0
197,4014,4.0
333,368,3.0
109,3036,2.0
789,7052,5.0
1470,1056,5.0
1437,1555,5.0
525,1284,4.0
1072,1607,4.0
864,2264,4.0
1343,5714,4.0
1266,61,5.0
1645,8320,4.0
1828,4339,4.0
1762,9506,3.0
387,1613,3.0
246,337,5.0
632,1323,4.0
1286,5957,4.0
1880,605,5.0
324,102,2.0
511,1262,5.0
432,568,3.0
1870,9879,4.0
1582,7519,5.0
895,275,5.0
816,1876,4.0
809,4424,4.0
917,1631,3.0
4,70,5.0
496,2,4.0
270,886,4.0
1060,2439,4.0
291,4147,2.0
1696,1902,4.0
61,685,4.0
411,3790,5.0
281,923,3.0
361,4667,4.0
1219,4737,4.0
804,4294,4.0
1626,727,4.0
1229,6907,5.0
180,5241,4.0
87,205,4.0
1974,9876,2.0
997,6508,3.0
1849,6213,5.0
239,354,3.0
1631,9447,3.0
1009,2777,5.0
1932,1872,3.0
1665,555,4.0
1801,8850,4.0
1453,5508,4.0
1858,7297,3.0
788,3958,5.0
856,1557,3.0
463,3036,3.0
291,2957,4.0
1602,335,1.0
756,2493,4.0
612,1977,5.0
1170,1106,3.0
737,15,4.0
1996,2681,4.0
91,3104,3.0
400,2787,3.0
621,4824,3.0
1751,3043,5.0
674,175,4.0
1750,1060,5.0
358,42,2.0
1240,8616,3.0
821,3559,3.0
647,2952,5.0
1519,3308,5.0
547,36,5.0
879,8952,5.0
432,3620,4.0
326,31,5.0
755,3326,5.0
1608,6225,4.0
808,1599,5.0
1193,79,3.0
1583,6295,4.0
46,2698,5.0
259,7812,3.0
192,1556,3.0
18,385,5.0
1511,209,4.0
1632,76,4.0
849,5862,5.0
1298,9394,4.0
1719,3033,4.0
1620,2962,5.0
6,157,5.0
1263,8313,3.0
877,762,4.0
932,6723,5.0
263,9698,4.0
1252,308,5.0
1343,4819,2.0
1565,7862,5.0
752,5336,2.0
1971,2907,2.0
1617,4098,4.0
1277,5382,2.0
411,2591,5.0
569,7521,4.0
262,1125,4.0
1794,5187,4.0
1145,3,4.0
1885,9297,3.0
196,720,4.0
1971,3385,5.0
152,336,2.0
409,31,3.0
1059,8251,3.0
818,4734,3.0
1298,4644,4.0
1711,248,3.0
1595,4814,5.0
294,4216,5.0
669,1944,5.0
829,772,3.0
203,5751,3.0
1917,9286,3.0
903,277,3.0
900,300,3.0
1936,591,5.0
114,607,4.0
1001,1675,5.0
266,597,3.0
439,1041,5.0
1141,2233,5.0
1366,394,5.0
1057,9336,5.0
973,1226,5.0
49,1335,4.0
1094,2737,4.0
375,706,3.0
1017,9382,3.0
647,4822,5.0
1776,4034,5.0
493,1615,4.0
519,610,4.0
1245,214,3.0
1742,1582,3.0
1229,1883,3.0
1642,3163,4.0
987,1239,4.0
549,8814,3.0
1119,7937,3.0
1305,2,3.0
439,3282,4.0
805,246,2.0
1335,2386,3.0
1101,236,2.0
1650,3540,5.0
1932,2986,3.0
1369,5776,3.0
270,4761,3.0
1624,2540,3.0
1666,8590,4.0
1232,3594,5.0
1416,613,3.0
595,3227,5.0
1636,259,5.0
1682,2233,5.0
1786,77,2.0
225,360,3.0
671,5424,4.0
1597,77,5.0
1173,5595,3.0
1860,3418,5.0
309,522,2.0
530,7550,4.0
417,4870,4.0
1967,7711,4.0
762,4241,5.0
878,5053,3.0
1322,1404,5.0
1460,1627,5.0
1518,3161,5.0
605,2095,5.0
1821,66,3.0
757,71,4.0
838,597,3.0
1861,9276,3.0
980,4719,5.0
1420,7110,3.0
763,2473,4.0
1180,8003,5.0
1445,1959,3.0
545,64,5.0
1828,5962,3.0
1790,318,4.0
313,10,3.0
924,5056,4.0
1800,7482,4.0
40,451,2.0
568,2,4.0
1028,84,2.0
1239,495,5.0
703,7761,5.0
157,3332,4.0
835,5442,5.0
156,2306,5.0
1499,1424,3.0
173,1123,3.0
1027,10,5.0
681,2877,4.0
367,3751,5.0
783,1200,5.0
1396,4666,4.0
1058,9060,5.0
1769,374,4.0
1425,2711,5.0
57,8952,4.0
1711,4645,3.0
962,2,3.0
546,1201,5.0
1615,1272,4.0
1377,300,5.0
700,6663,3.0
1413,161,4.0
1565,9004,4.0
567,6205,3.0
466,1425,1.0
1665,3120,4.0
1802,1333,5.0
785,3131,5.0
81,634,5.0
426,1618,5.0
1093,2959,3.0
797,1265,5.0
1994,467,5.0
1119,4187,3.0
498,5197,2.0
134,1140,5.0
390,1190,3.0
1771,334,5.0
1836,213,5.0
630,3036,4.0
372,980,5.0
742,1600,5.0
84,1213,2.0
1042,5336,5.0
1222,4666,5.0
1488,4154,5.0
959,296,5.0
718,9311,4.0
1259,2571,3.0
1109,929,5.0
1857,5809,3.0
1454,4905,5.0
378,16,4.0
1484,1951,3.0
1655,2846,3.0
31,602,4.0
1965,9171,4.0
687,102,4.0
1862,1425,4.0
1695,2527,4.0
947,5095,2.0
35,1512,4.0
230,709,3.0
591,8172,5.0
262,2586,4.0
1975,4818,3.0
365,337,5.0
845,1577,2.0
1114,6551,3.0
461,8274,4.0
569,500,5.0
63,451,3.0
245,2174,3.0
1184,0,5.0
455,7681,4.0
594,416,5.0
1261,886,4.0
328,644,3.0
848,6588,4.0
1579,77,5.0
1615,1320,5.0
423,5312,4.0
1274,5827,4.0
1899,9435,5.0
1818,6179,5.0
1495,926,4.0
552,5357,3.0
67,44,5.0
507,266,4.0
994,2884,5.0
1407,7017,4.0
1951,1329,3.0
916,1590,5.0
293,7,4.0
533,7528,2.0
401,5336,5.0
579,81,3.0
612,4101,5.0
836,419,5.0
838,390,4.0
1540,605,5.0
1237,2506,5.0
1415,9443,4.0
128,479,4.0
1308,2040,4.0
60,6733,1.0
1630,1208,5.0
636,7557,4.0
263,3912,3.0
1836,8009,4.0
457,84,1.0
367,1095,5.0
375,44,3.0
987,4698,5.0
1797,1,5.0
505,1451,3.0
1151,8344,3.0
367,251,1.0
1277,5385,3.0
1038,3162,5.0
1973,8558,5.0
1977,4067,5.0
285,300,4.0
1442,4193,5.0
617,821,4.0
1501,6135,5.0
1627,9530,4.0
1761,542,4.0
1732,8338,5.0
1,3046,5.0
1068,1694,5.0
797,451,2.0
275,608,2.0
346,4709,4.0
146,3033,3.0
922,2921,5.0
1098,7392,4.0
1121,7660,5.0
1807,694,3.0
39,64,4.0
1277,1940,5.0
647,2991,4.0
1046,3100,4.0
71,1540,3.0
669,4924,5.0
181,39,4.0
1037,5368,4.0
835,3576,3.0
1047,8559,4.0
1061,2485,5.0
75,1736,3.0
1897,7851,5.0
1691,6804,5.0
288,1614,5.0
833,619,4.0
546,198,3.0
1576,3191,3.0
1753,17,4.0
804,9351,5.0
573,1328,5.0
1742,81,2.0
982,510,5.0
1778,445,4.0
772,1125,3.0
407,6363,5.0
454,732,4.0
1453,2353,5.0
1163,6350,4.0
665,6693,4.0
126,84,4.0
542,919,4.0
35,3602,5.0
1134,3,4.0
959,3077,4.0
280,716,5.0
